book_id,rating,number_of_likes
25534273,4,55
529474,0,5
1,3,58
15754577,2,85
27208797,4,46
18805795,3,82
20613642,0,14
8430916,4,11
17339335,5,4
32941909,3,26
18500233,5,8
28512486,2,38
451763,3,90
1342650,0,10
37785963,3,15
6381830,2,87
17884619,4,36
1243559,5,19
20829260,4,73
10917,4,9
13181411,3,73
13793402,2,60
2169059,2,3
108305,3,8
716842,4,83
17586493,4,91
20359114,1,52
411053,1,75
82121,1,3
24040154,3,86
26228282,3,79
1373994,2,40
10733317,3,56
20647357,5,51
69242,5,12
10473080,1,74
38746239,5,58
18775327,1,70
20698847,5,0
23664877,2,93
13330444,3,13
16073880,4,89
8943906,2,1
16139620,1,13
26040605,2,19
11725779,0,49
16248311,2,9
18813006,5,51
514210,0,15
41955494,3,92
335140,3,4
27068575,4,4
23590710,4,89
40395,5,1
23259564,2,69
1734893,3,20
541920,3,0
36540225,5,1
8628509,4,12
25148,1,8
15738354,3,78
35856268,3,11
15770316,2,61
25898555,0,42
14975,5,24
4944721,4,13
146746,0,16
19535998,5,46
696110,4,14
11780476,1,8
26072926,4,46
10364135,5,1
22600,2,79
10957730,1,93
12363622,1,48
50781,4,16
11086545,4,20
17693783,0,16
13549029,2,14
25570188,2,21
17697611,0,20
82434,4,16
60926,4,27
26405983,2,13
60156,3,70
24529013,3,1
18108542,5,19
25622782,3,48
157687,3,45
101255,5,57
22209539,2,13
20652686,4,51
36283867,4,15
4567115,4,40
157985,2,7
17306969,0,10
626186,5,10
321353,2,49
925697,3,80
19494,3,17
13069681,4,51
11168429,2,3
25589564,4,44
3510242,4,40
30597,3,19
20949471,5,22
6687247,4,84
79936,5,20
13139233,2,13
18079683,0,56
18754187,0,7
7930252,5,12
795163,4,16
13594842,0,15
42393834,2,59
539248,5,15
23256580,2,73
85990,5,15
14288194,1,7
18484371,0,18
2455376,3,6
772789,3,28
32862047,3,3
3322992,1,21
13480769,0,13
25810500,2,1
18806259,2,77
24892572,2,11
39892816,5,9
18749172,5,19
6238524,0,0
20893533,3,5
17261634,1,5
902010,0,35
7176018,1,75
24921954,2,0
16073411,4,15
20613642,3,7
42369059,3,18
60926,0,29
68099,4,55
40231428,5,38
15839460,2,7
12993856,1,16
18762415,5,81
8585694,2,88
2860451,3,19
906860,5,23
102164,3,8
29874184,5,2
446813,5,45
17798233,0,97
13120860,3,17
224439,5,59
13601681,3,81
17258293,5,10
12951123,1,13
11276935,3,16
40881450,1,46
36464096,3,3
16049258,1,40
15808380,0,99
160875,5,62
13170607,5,4
40669604,5,4
23082546,2,65
12591896,1,79
35605702,1,17
25272670,2,41
28191508,3,39
21491,5,7
11230,3,16
15739201,3,69
29215777,1,72
12305703,5,77
3873345,3,8
16130532,0,13
13153963,4,87
2241059,5,60
1380751,5,88
190115,2,12
143724,1,82
17333149,4,39
582143,0,87
23876270,2,100
38205303,5,16
6071981,4,15
7992862,0,33
6454183,0,18
25589564,3,96
5845,4,90
359385,0,81
321566,4,95
18047049,5,26
24885790,3,7
6596594,0,12
25813771,0,16
833710,3,19
3526951,1,94
17661402,1,5
376127,3,54
9292763,1,50
12847774,2,1
15770499,2,19
31556136,5,94
15765529,5,95
27310286,2,89
30062082,2,17
14889776,5,94
17802921,3,14
22879172,1,4
20624305,2,60
17838885,2,72
22545468,2,13
9372419,1,8
6381830,5,15
29628568,5,11
2651779,3,13
18472710,0,2
22719283,3,27
17934530,0,12
18680106,1,10
18096354,2,89
29282402,2,54
18045891,5,5
8724084,0,17
13812,5,99
16436496,1,8
5867763,5,18
15752151,5,78
2440645,2,13
15755242,3,19
7693853,0,51
23552511,3,8
12447,1,86
18519685,0,11
778463,0,15
22291586,4,14
21956914,5,11
8633938,3,6
23287179,1,0
13364211,5,17
22048461,0,16
393474,1,14
158935,0,73
20328900,1,52
25897236,4,19
16241153,2,40
48016,0,64
22802230,4,98
9835731,2,68
11841,5,1
18085469,4,66
18762415,3,98
438452,5,14
23218582,1,60
535856,0,18
10485751,5,12
227904,2,15
891814,2,40
673216,0,97
8373527,0,9
6273,1,15
23590710,1,47
25493869,4,5
15981673,3,27
6063140,0,20
13576691,1,9
25400927,4,50
30091182,2,70
5886,2,55
13565914,5,19
18679391,5,49
19015834,3,81
11662955,1,62
321566,1,26
17901475,4,1
22816100,3,20
15824169,2,6
26156468,2,16
22730547,4,0
8419552,1,46
22045838,1,61
18747058,4,38
29361425,0,77
403277,0,50
81281,0,6
22103866,0,5
22484285,5,56
13162992,0,2
604208,1,12
25673,3,19
33586415,2,63
18900822,3,6
15851411,1,15
3894283,3,33
36471697,1,17
842264,3,73
12396846,4,8
7579,3,10
42519249,4,5
12159331,5,13
11927282,1,6
35126704,5,36
15774943,2,2
7857195,0,15
111819,2,71
6533687,0,73
16291209,4,81
16242556,4,65
50363,3,42
23082546,4,62
34760,2,22
16280081,3,51
79356,2,19
34921588,0,6
5069663,1,0
17288596,4,2
6185966,0,18
13484443,0,30
49458,1,37
18404284,2,84
16130304,5,97
15823426,1,17
768287,4,93
10577,5,42
40407111,2,5
9353896,4,15
18143905,5,7
30813842,1,15
8174477,5,41
263254,1,17
266607,4,7
29917666,1,9
13629983,1,34
43330,2,46
350684,3,40
353465,0,44
395397,1,29
10055,3,79
7740415,4,4
7391172,1,52
17790459,4,49
25159280,4,95
790289,3,87
1300866,4,94
18258203,2,11
148346,4,17
12578370,2,61
16967,0,37
12387704,3,62
37809999,0,16
12606292,3,17
9597,0,12
7248319,3,62
9484114,5,98
268437,1,16
10809019,3,5
11737656,5,0
183586,0,48
28525728,5,15
216512,1,15
13629923,4,30
26059544,5,4
29457858,0,66
13643222,1,50
9581507,0,87
248103,5,48
32939643,2,4
25037671,4,46
15528075,5,45
31345078,1,26
82192,0,91
23588453,5,77
28120098,4,90
6600781,1,35
81060,4,8
13163688,4,85
35349,4,40
13488469,2,17
24696484,5,4
34098873,5,67
18343754,2,8
39986793,4,12
16142191,5,9
24551701,1,35
8709523,4,25
820966,0,13
2239430,4,39
11706831,0,9
1205982,3,3
18071924,2,10
15823426,0,14
598638,1,36
96642,1,13
13414151,2,12
6051589,3,13
42435152,5,100
9578331,4,29
24362494,0,9
17465488,2,52
18891931,5,21
25904478,1,22
16225637,1,16
14031,0,3
16718344,3,79
13358275,0,13
38155,3,44
12680907,4,63
8765,4,39
21023409,2,1
18490649,1,0
17927626,4,63
16170625,0,9
16409189,1,1
18669241,2,100
25973476,2,12
17080000,3,82
116866,1,25
16055662,2,84
38084780,5,60
22103866,3,8
11092162,5,10
32377,2,4
18897787,4,67
33830437,2,7
18405618,1,79
255801,5,88
32051720,3,90
18907038,2,17
8585694,4,2
34750134,2,87
20829260,4,79
17345667,1,38
5489684,3,28
18623445,3,5
18054655,2,51
36390016,3,7
5508080,3,77
5082951,1,84
140412,0,5
777635,3,75
414167,1,6
12837068,0,27
108891,5,5
23200123,4,37
18899392,0,12
32376,1,34
3231457,2,32
7966160,2,77
15756076,1,89
12816853,3,85
13087244,4,13
22813444,0,44
18472019,1,19
18590448,3,28
18209402,0,52
11927282,5,75
17286755,0,95
23947523,4,23
99561,1,76
32638,2,15
3402344,2,14
7431066,4,8
38346446,1,11
47953,2,71
34808499,3,15
65056,0,81
27155350,5,10
17790646,1,54
13555706,3,43
7090290,5,71
8909152,1,82
17265065,1,98
522471,3,58
5608404,2,83
17333113,0,4
449,2,7
16028596,3,8
1005724,4,90
32597967,0,1
22609307,2,13
358936,1,70
20579291,2,47
27812784,4,0
23251156,2,27
29481285,3,19
5148758,0,16
23397151,4,41
128899,4,49
28138673,0,17
10928527,5,73
35355104,1,10
23116644,1,76
17844546,1,8
259836,4,1
6686671,2,19
16158561,5,62
18334837,4,24
137883,5,54
105724,3,45
7619292,4,58
9708869,0,77
41126222,5,78
18955365,0,56
169439,2,20
7930252,5,12
13793402,1,3
36192173,0,20
31332255,3,92
40929,2,22
18342971,0,5
185824,1,15
29097931,4,85
13414830,1,64
36355531,3,27
18642531,2,58
15852259,0,30
20402750,0,16
29095401,5,10
281433,0,90
13147460,0,4
20753023,3,18
18808267,4,85
24867318,1,5
24980201,2,18
17164772,3,17
20821531,3,18
13616660,0,17
119239,1,21
42282415,4,17
47734,1,14
16110337,1,13
22975534,2,91
17612139,4,11
19303613,3,13
174814,1,2
13249893,3,1
12710096,5,49
588002,0,20
237646,2,13
26402927,1,13
9794605,4,2
15810511,0,1
15789443,5,48
7052533,3,47
6406158,3,9
6739080,2,40
351451,4,6
17690,5,1
1111845,4,17
2182780,3,37
6193,3,62
5451,2,15
25663626,5,1
36893907,2,40
11455923,0,48
13478247,5,83
17582,3,37
18773681,1,71
24901891,4,29
18042108,3,88
12035966,5,16
36347657,3,20
23300800,4,31
3931154,2,44
13575706,5,58
359194,2,91
7133965,4,41
16111036,4,5
17725095,1,20
12361115,4,8
23920769,5,7
18630,3,14
9378084,4,36
22703049,4,8
197084,3,13
22802230,2,97
519112,4,78
38118798,4,76
1497534,0,42
23754479,2,23
399200,1,17
36377822,0,40
21462695,1,13
29446748,4,11
5158,5,16
197084,5,96
15808466,4,12
36560993,5,17
96677,3,72
13602221,3,2
15841850,4,24
16068973,0,17
26861818,0,17
17029526,0,6
97595,3,62
6288033,2,77
13005666,0,4
416108,5,11
22460399,5,31
595586,4,42
395567,3,4
18263530,0,15
17465488,3,34
17288156,1,44
12566364,1,2
13986,0,0
8484321,3,79
1022209,4,52
399200,3,60
12764606,3,61
12368123,1,28
29939390,0,5
9716929,1,99
968,3,74
34234639,0,53
10790276,4,67
17738217,4,94
15989598,5,6
36950133,4,14
758901,3,4
599588,4,7
22465510,4,84
15788244,5,19
16703,1,10
160010,2,22
6227419,5,66
32491187,4,55
24327646,1,10
7737900,1,88
17524166,5,49
7816187,5,2
35018914,2,77
16060862,0,29
118134,5,5
24611425,3,10
29241027,2,21
23793,3,66
638188,2,90
35892811,3,2
16718344,3,32
6234357,1,8
13635790,5,18
672655,0,85
4567115,4,46
17149396,2,6
18096354,0,17
23168809,2,16
156392,4,13
98477,1,81
16640,1,11
18743153,1,38
199344,5,8
1330324,4,9
6945086,1,14
932587,0,46
2041412,2,46
8089607,2,54
3510242,1,52
12813860,4,98
24779481,1,57
23911680,3,61
18393683,4,60
489972,5,78
9790115,0,26
18108877,5,31
7159898,0,50
6670287,3,9
21560471,5,95
21863930,0,68
15710470,5,24
17376132,2,96
32075853,3,33
18754187,5,8
418824,5,9
20559853,4,0
24334,2,60
12999514,0,56
183586,3,8
6140120,2,11
573504,0,13
7770715,0,1
3751995,3,66
18680106,1,31
25972177,3,79
13611440,1,5
21429402,3,52
29711766,5,83
18686810,5,17
6550815,3,36
8571791,4,66
1616461,1,20
66479,0,36
62992,4,15
18144031,3,64
375108,0,25
15729539,3,68
33413128,1,59
20618857,5,98
23638850,3,9
17227471,1,94
18043694,0,5
6597858,0,58
43722,4,0
7779348,4,27
315736,1,19
49440,5,12
7839120,2,79
23505913,3,92
11128896,0,2
12814594,1,74
19015943,2,18
1599887,5,12
24308836,5,9
22609364,2,70
16041018,1,86
25725835,5,79
10118172,2,3
490980,5,3
13376363,4,18
1078189,0,15
9444,0,17
37647912,1,97
264950,2,55
7031834,3,4
15798674,3,18
757104,2,3
19248320,5,0
18188359,3,15
13515025,5,10
25302027,2,55
132694,2,14
833550,2,38
1991039,5,79
10723902,4,18
13600711,3,8
11389341,0,0
7864437,0,73
31575140,5,97
248632,2,4
12451769,5,35
12760660,4,7
18710209,3,78
26239013,3,7
25897757,2,47
57691,5,44
248632,2,87
23359177,4,19
7998541,0,19
17337987,3,21
7196906,4,18
18079837,5,53
7797874,1,11
35282472,1,36
15759752,1,30
43717,1,80
23162673,0,93
23015589,5,87
6185966,3,18
7601980,2,17
16146998,2,94
39149,4,46
462426,1,81
135048,1,15
24081930,2,14
181428,4,11
17277857,5,77
127671,0,63
3493530,4,13
10925109,5,54
29355557,0,27
20869836,2,25
13579057,1,80
28371999,1,19
15726377,2,9
16150740,1,11
629068,5,12
41150474,1,61
5023782,0,93
15810914,3,11
39095082,3,75
18743255,4,81
10586317,4,2
30508147,5,17
18048164,3,50
15793184,3,77
25695607,2,82
8350864,0,10
28146512,5,6
15757270,3,5
17609114,2,81
9378297,3,3
24917753,1,9
306090,0,44
9551700,3,29
2359423,1,2
234072,4,46
11273366,5,89
348518,1,18
12072288,5,9
23624944,5,3
35018914,2,2
9975313,2,72
27872890,4,78
25780234,1,86
15812814,5,4
252429,5,47
79626,1,19
24384775,2,15
18154,3,7
8805443,1,10
3397464,1,17
35939628,0,42
38894211,5,12
15753550,3,68
18662528,5,18
11395597,3,36
81042,1,12
20262901,4,58
74280,3,14
29959002,1,5
28119148,1,53
92315,4,66
9373995,2,85
22882104,2,12
26138370,1,17
7196906,5,6
18400078,4,99
597,4,4
3109,4,18
190372,5,41
22052117,1,72
10577,1,46
4859743,2,19
60220,5,47
10730119,5,16
723625,5,19
944555,3,16
26598770,2,5
7857663,5,1
6766006,3,11
32969701,2,97
13553217,0,1
8519822,0,84
25897720,3,8
967911,4,97
565149,2,1
2856645,5,37
33803113,0,17
13490236,4,79
8460524,3,81
23167176,4,12
43127174,0,16
4631,4,20
6508023,1,20
160149,2,55
25056040,4,24
2210839,3,35
937105,2,3
40010527,4,13
4905292,2,86
457762,0,7
23719471,5,9
23517731,5,24
57572,3,6
36194389,0,25
13109207,0,49
43087646,4,21
101509,3,50
29661618,5,19
25000053,0,23
24611868,2,6
42848671,3,64
14946266,4,12
112286,3,30
23152652,0,70
1151331,0,40
35921,1,73
45122,1,52
153542,3,5
10907,3,48
5930447,1,45
7129497,1,16
24768,4,37
39339485,2,88
53007,5,18
455760,4,13
30216996,1,48
19515047,0,14
12184913,1,89
18400078,4,57
7995207,4,90
1430,5,48
17185633,4,15
17244482,2,80
12053537,5,60
11018862,1,0
17428643,2,55
227711,1,54
821026,2,9
13498897,1,14
17899392,3,81
426943,2,3
28451478,5,85
3269793,5,11
77772,4,4
41557320,3,29
27249102,0,17
21859403,5,90
17193763,2,10
22020052,1,32
137894,0,9
2463578,1,100
18185,2,14
9260518,3,82
37586,5,65
188275,1,13
7844713,1,9
20707753,0,5
8892814,3,14
18244432,1,11
16234269,2,45
16050500,1,8
107055,2,68
959139,5,20
15992880,4,1
20657277,3,32
25721483,5,56
35217468,0,87
3607543,4,53
40696220,5,16
1330324,0,47
34079578,5,26
455854,3,23
6578293,4,8
690266,5,62
861326,4,18
17251354,2,9
9662937,5,3
31177581,5,3
1862313,4,69
206196,3,38
15719338,1,96
1865139,3,22
825690,3,8
34267285,2,29
11388053,5,80
18048164,1,16
12524125,0,7
10473158,0,53
40881738,3,17
28186322,0,89
590552,1,4
1012180,2,31
33385229,4,63
35478693,1,26
18144112,0,20
130363,1,77
18666094,3,13
9856962,5,44
20913710,0,27
12498099,3,22
12328141,2,12
20734346,4,17
13437279,2,8
36060068,5,50
9737753,4,9
43719200,4,92
821808,1,21
16304482,0,46
26242359,3,10
8686057,2,62
18943009,2,82
461979,1,8
22674105,5,67
18622604,4,2
15835514,1,17
17260132,3,9
50937,4,55
16120760,0,18
17333269,0,46
22017663,1,17
18169826,1,51
154424,3,6
16120760,3,11
380563,3,63
891814,2,3
15846870,0,5
29749350,5,4
188454,2,41
22614909,3,53
18858489,2,72
17382357,4,21
28604340,3,57
30556459,2,87
18588998,2,51
13395539,1,7
3212989,4,2
4934651,0,60
18139273,3,29
18829666,5,1
38894208,1,81
284698,1,54
27393815,1,19
723625,0,32
23460958,2,11
15759752,2,21
8419552,1,43
29102923,0,32
183742,2,3
24569,0,15
13645645,2,92
8265098,0,62
18777107,3,11
25235185,0,65
449,2,43
18250727,4,34
25372801,3,4
65399,4,39
41188221,5,99
17160816,3,91
18666229,2,50
6472246,0,84
160320,3,8
14289259,4,6
16245726,3,11
6791142,5,66
27068575,5,67
2827647,1,61
7649307,1,64
1290383,5,31
38715458,4,99
816748,3,11
12788665,5,80
2685034,5,56
10218,4,45
10896701,5,18
5196,5,11
29407909,3,56
12877,4,55
8459711,5,72
150253,4,40
35069201,4,35
25682474,0,36
821026,1,9
12211330,1,47
13168106,0,62
12922364,2,59
33401177,4,91
40597810,5,11
12114440,5,81
18459458,3,69
18342376,5,1
976,4,50
40818261,2,5
18114142,1,7
25812109,4,25
349090,4,8
376127,3,1
764302,2,16
18687861,5,45
12159331,0,49
7488686,5,9
17694525,2,81
13613254,4,12
11729275,1,63
24989140,0,6
29808697,0,7
36605670,4,19
23654126,2,45
18525821,5,56
7715163,4,50
17863376,1,9
17703150,0,15
8259397,1,39
64666,4,54
119760,5,98
23017804,5,0
33844155,4,81
3409937,3,3
13056516,0,46
199687,3,10
6425725,2,51
32713479,2,6
17210471,3,18
25314447,3,45
12987423,4,84
3051741,1,60
644990,0,17
768496,4,14
13459619,0,36
15768302,5,71
15736525,4,57
13045061,1,34
3171815,0,38
17863,4,50
10626639,3,20
24736191,4,8
112803,2,82
18735187,4,25
507593,0,62
12645010,2,13
15811511,5,3
575211,2,68
16004807,5,19
6327634,4,24
8465337,5,38
20613642,0,97
2139406,4,4
43722,3,47
29075421,4,51
20528360,0,75
16064456,0,19
15770390,5,2
129559,5,58
13383354,4,27
825377,5,96
24889218,0,71
18077958,3,49
16004807,3,7
15721265,2,89
6852255,1,22
2139406,4,5
20737063,3,10
10804074,5,44
16142191,4,64
22889766,1,19
1178666,2,73
21935448,4,9
1587974,4,74
25894009,2,31
973196,1,0
18341369,4,3
16158611,1,29
7463932,5,1
20359781,1,13
1016875,0,39
17345667,4,47
5024334,3,0
31133156,2,36
105720,2,42
34079578,5,88
6582637,0,23
24107285,1,19
11886526,1,81
797192,5,3
351451,2,19
29097931,2,11
6234910,1,78
11830394,3,5
13,1,18
111819,4,12
239823,5,14
30309602,4,2
84593,0,40
41150474,3,48
351654,3,42
196549,0,12
13549869,3,52
23129080,0,3
5928862,5,75
18096111,1,93
22600,2,3
18775475,0,37
2750180,4,44
25372801,2,66
116343,5,39
15719338,5,85
30268522,2,0
15050,3,31
256279,5,1
20821306,1,27
16099190,1,18
293595,4,7
106594,4,34
20454659,0,59
1861535,5,55
1697353,1,10
20519005,4,17
543167,5,23
132449,1,36
17256673,5,0
7726036,4,87
6431797,1,80
43235922,1,19
25671827,3,8
16044953,2,7
31845516,3,84
31211256,5,15
130363,3,77
17702579,5,21
18374569,5,99
32882682,3,22
15808474,5,35
2785752,5,72
32926258,0,93
12694556,2,8
21470669,4,61
10955056,5,27
16242285,0,100
20256797,2,0
9435474,3,87
12184913,4,88
17262454,3,6
11249375,2,100
40176953,5,37
36174006,0,50
25897757,4,12
18068907,2,18
35512560,5,2
18374572,0,55
29405105,0,32
192954,1,52
4590265,3,20
110097,4,4
10232099,5,13
23602473,5,30
81130,2,89
366497,0,7
1838917,0,84
23110843,3,96
18597016,0,6
22372402,4,39
12524125,5,17
18050861,4,32
39242,2,43
18157092,1,5
24300137,5,89
7767021,4,81
10443756,1,7
17912177,4,63
1296380,4,78
34888766,2,7
987577,3,18
816486,1,30
16275465,5,98
191411,1,2
22429350,3,13
36954696,1,15
16687056,3,63
18519977,3,49
13062508,3,1
6487937,3,5
26201118,5,1
18681391,1,72
3838932,2,9
59974,3,57
18499895,2,96
8258519,5,9
190572,1,44
15738256,3,47
43087646,5,4
29081005,1,81
6657,1,74
17268805,3,58
17384517,0,50
785092,3,28
10637723,5,33
6962800,5,45
711772,2,93
12959266,5,0
19364719,3,4
13278242,5,89
13112023,3,1
235773,3,48
3397464,5,58
8074967,3,72
42403283,2,85
17700271,5,14
2876229,0,39
3873353,1,28
38737,0,78
32337657,5,28
14572,2,11
8723188,2,65
23517137,1,2
11521295,1,16
148040,2,42
7456034,4,88
23503361,3,3
1566053,0,93
380869,5,12
54258,0,13
64931,4,92
165446,5,3
122967,5,64
35069150,1,38
12796866,2,2
6013810,1,36
18222768,0,66
7093555,0,84
13091829,3,45
17465633,4,71
13417697,5,97
22635803,2,31
33586415,5,6
963679,4,10
13162992,1,74
498594,5,4
2241864,4,19
195606,5,48
60156,0,0
418937,0,5
17912283,3,84
19547848,1,7
123200,2,77
24474924,2,43
40681717,2,6
21413662,0,8
25810091,4,35
223635,1,19
10551102,0,17
12053537,4,26
30075662,5,11
16234269,3,1
157313,0,25
16085481,3,47
36459591,5,94
81069,3,51
219588,2,86
10790276,1,16
1215920,0,49
27258116,2,100
6013810,2,98
1334844,0,48
162121,2,39
716532,3,16
39242,2,49
16072981,1,40
5510384,5,67
6978614,4,76
8277734,3,8
16034218,1,9
10916,2,47
1845050,3,15
9454,5,19
18077825,0,15
28208143,1,13
13928,0,1
8270439,2,12
4347036,3,0
6431797,3,31
25058360,0,92
8535045,2,17
18627899,5,4
8314214,3,11
23215488,5,95
6902351,3,0
21853719,3,66
42630081,1,48
967050,0,58
66317,5,33
36387418,5,1
25225742,2,88
26836186,4,51
696110,2,15
15798757,1,18
26807830,0,94
47021,0,8
2667891,0,91
13410938,3,69
15812770,0,13
5554803,4,86
5520516,5,24
821026,1,25
17831380,1,5
35570300,4,13
18667769,5,69
720801,3,20
13022704,1,9
20663769,2,6
759517,0,16
13153802,0,8
34371311,2,2
16093761,5,66
23353507,0,11
13450189,2,80
178196,4,44
18154,0,23
7903511,4,1
17885167,4,15
13547514,5,43
9417995,5,13
15783386,2,2
17707471,4,51
18916280,4,11
13538874,4,39
22227607,0,26
393474,4,3
6957725,4,67
6655491,2,2
12814519,1,12
17384512,4,4
13563938,2,94
34828719,3,92
8515680,2,26
17258541,2,10
6234357,0,32
298920,0,14
1369510,0,7
20673285,0,3
50925,3,11
15745772,3,13
1114559,1,8
9999795,5,18
27208,4,48
22670490,3,56
420733,0,60
38359036,1,6
22381326,0,77
18143974,2,9
5641414,0,5
17331403,3,0
17408269,4,36
17382357,4,26
42778691,1,75
18388177,2,2
19912,5,51
9838977,3,27
1718814,3,31
53007,4,91
2723,3,18
12905387,5,85
35297488,1,80
17610746,1,81
334290,0,28
15734418,0,28
1280503,5,72
9015663,5,13
16133166,5,29
13497675,3,82
42435152,2,2
12438025,2,11
13664747,1,17
11225502,3,90
38490252,4,77
23218582,3,6
62805,4,71
49851,2,74
3166686,1,68
2750008,3,16
13069681,1,10
16124019,2,11
79085,1,19
207365,1,7
1191,5,4
23342435,3,0
18490777,3,86
757104,1,15
6671653,3,5
33603229,4,74
5232173,3,81
597,2,13
9729040,1,19
250601,5,13
5181,0,6
36350494,4,74
7982855,4,33
10148340,0,8
25391368,5,13
10024937,2,41
71642,5,9
1297810,0,98
22018254,3,34
12074927,0,36
11707196,4,6
139463,4,6
22013040,2,61
21971543,2,16
11416792,1,51
10428803,3,33
6357994,1,71
38084780,5,65
6537,3,12
3216278,3,91
379659,2,86
281220,3,12
22370991,1,6
22802230,0,13
16075615,1,30
12920461,3,84
1242833,3,46
263862,5,64
2227528,1,71
33869103,5,1
18215609,1,9
25510924,5,9
1523438,1,14
6862664,3,2
143728,3,10
2801187,1,87
476899,3,100
9378084,0,32
764332,5,19
22859777,5,13
638188,3,3
17165980,3,12
1016600,1,50
8444936,4,97
31304181,1,17
493205,1,85
43427470,1,47
30841109,3,14
20562718,4,47
13579274,0,20
22450833,5,20
18478423,4,39
24039424,4,9
21920584,2,60
11765175,0,5
3316734,4,67
12012999,3,13
49458,4,49
68099,5,28
36071,5,0
25560247,3,48
24872027,2,17
231604,2,6
10161216,4,11
40864959,1,15
27126,1,10
8747308,0,98
130363,3,70
1051622,1,59
12290106,3,11
13513092,2,12
499181,0,69
23521215,2,51
9988405,5,59
196613,5,32
165395,3,85
906860,0,88
22853466,3,68
28685177,3,64
11018862,2,6
4758093,2,37
36608199,4,23
2255607,1,8
15778414,4,50
13155464,5,20
26034882,4,1
39334267,4,95
8849382,2,3
23413882,4,11
6609851,0,0
570668,4,7
49256,0,32
35148790,3,54
13363270,4,49
9415946,4,37
9917925,0,9
939709,2,38
20698847,1,19
139087,0,56
18714023,4,8
18154,4,43
7224904,0,11
20640755,5,53
24733803,0,16
676003,4,5
647579,4,22
25325662,2,0
1704570,0,12
6272360,1,97
781046,5,95
3430870,2,82
43127174,2,92
18711023,0,17
27833684,3,75
10900053,2,19
1605034,0,15
1158967,2,63
18333656,0,57
13558188,5,64
41947746,5,23
25746685,3,4
2299110,1,40
13201920,5,94
23503361,5,31
16066588,3,8
12715259,4,14
118134,5,10
26981974,3,3
17306455,0,57
775083,5,31
16967,1,21
73965,5,2
23634613,0,56
13272713,0,70
278753,1,6
294395,0,6
11341322,5,40
36635516,3,18
31019571,1,11
72473,0,14
26028873,1,6
18081620,5,17
7105,3,95
23524206,5,16
22992,5,21
12856448,2,88
42740014,2,66
20427806,0,14
6077455,0,55
22013040,4,21
23719270,3,92
12540,4,20
2316940,3,24
43602037,4,4
508666,0,74
2187343,5,17
34079578,1,65
20495415,2,53
25897792,2,33
29430791,0,36
61942,1,75
12207601,2,64
11887020,5,42
6809488,0,93
676237,1,42
97408,4,8
30340276,5,76
25322449,0,6
8679308,3,30
16120370,1,92
13350061,5,4
252102,3,96
10001576,4,1
235870,4,7
10545071,0,16
491922,3,12
3711,4,44
7875327,5,84
17413222,3,18
26109391,4,28
593151,4,6
16111556,5,95
43888,5,99
20822778,2,44
15780279,1,15
12321,1,14
24403,2,16
43503374,2,77
15811511,1,3
20755739,2,90
20737479,4,86
24514259,3,94
311864,0,36
176626,0,5
4616314,5,7
235117,3,18
7519640,5,3
434877,2,1
34808499,2,29
16190523,4,20
9583227,2,19
39092829,5,14
12988004,2,64
30231783,1,89
16340866,1,12
38099642,2,0
6431790,0,58
6393621,4,53
10757833,4,19
16121427,5,10
20821087,0,80
34098873,5,67
9862105,5,29
37534862,3,10
20725166,3,85
15980001,4,0
6478256,2,81
23899193,0,38
3751995,3,24
16280678,0,41
10960383,0,83
22882104,2,25
11640957,3,77
5982436,4,6
137894,1,19
16280494,1,19
10841337,3,34
113946,5,34
19205857,3,83
562752,3,98
20409841,4,74
24820432,4,20
139986,5,15
7860809,4,89
10960383,4,10
9533378,3,9
18622577,5,68
5886412,2,6
6098148,3,6
456724,3,36
1174062,3,77
7632329,2,71
24005710,5,15
25622271,3,5
23624944,0,16
10481268,4,12
20575433,1,59
6663818,4,12
41118857,2,91
135486,2,97
12105,0,37
238926,4,17
17557836,1,18
36756405,3,34
212615,3,37
785092,5,14
17660564,2,28
190572,1,32
23403710,4,26
38746239,0,30
5649581,2,15
13843,0,57
36192190,3,34
17182172,5,41
425374,4,8
3700085,2,29
36240512,0,6
30649795,4,73
5294,1,27
21935448,0,9
17290850,3,15
18071032,2,36
7124925,0,93
13633179,4,87
1372693,3,82
126512,1,90
95602,1,5
23383013,5,58
26124482,5,51
9590422,0,38
36214229,3,45
7041181,2,1
38903383,1,11
8192675,1,8
20507453,5,7
101065,0,19
18371361,4,22
19543263,3,63
21957948,3,48
27106864,1,64
7497897,0,5
9536655,3,95
18404284,2,60
3751995,5,23
1335019,4,53
25398790,0,15
10238,4,28
15842655,3,49
51537,2,7
20312461,0,92
25382946,4,13
18697605,3,48
15815333,1,6
18509683,4,9
941226,0,10
6452798,1,75
183625,1,42
23429684,0,92
36355531,5,46
17934405,4,17
102459,0,95
6316171,0,23
18715583,5,5
9415958,0,82
12458914,3,64
327916,2,82
11468074,0,10
3115070,3,15
22522805,4,29
13513655,1,17
16044974,4,6
6423507,5,52
45245,3,24
31559033,0,62
2165,1,26
91767,0,69
20299991,1,19
23470870,1,91
763331,5,5
555412,5,11
22537667,1,49
11086545,5,17
176261,5,3
18108542,5,25
25756328,2,8
17831380,3,98
20803903,1,9
22874675,2,18
6062267,3,30
37534149,5,5
2192272,4,8
17981536,3,49
30815927,1,15
5200666,5,34
10397655,5,62
133486,1,16
250601,3,12
16135786,3,61
10757346,1,25
